=== ELEMENTS ===
ElementId,Category,FamilyAndType,Mark,X_ft,Y_ft,Z_ft,MinX,MinY,MaxX,MaxY
619340,Walls,"Exterior - 13 5/8"" Rainscreen (Two Sides) w Insultation on Metal Stud",,-110.9323,9.2701,-3.9167,-111.5000,-0.1681,-110.3646,18.7083
619404,Walls,"Core - Concrete 12""",,-105.5625,43.2500,-3.9167,-111.5000,42.7500,-99.6250,43.7500
619550,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud (Alley)",,67.4207,3.2773,1.0417,63.1901,-24.9650,71.6514,31.5195
620048,Walls,"Foundation - 24"" Concrete",,55.6288,-28.6317,-2.5625,40.2500,-31.6478,71.0075,-25.6156
620883,Stairs,Stair,,-104.8125,33.7083,-11.2971,-109.0000,25.6875,-100.6250,41.7292
621361,Railings,_IBC-Pipe-Plate Stringer (Extension None),,-103.1615,29.7396,-9.4167,-105.5521,24.3021,-100.7708,35.1771
621365,Railings,Pipe-Wall Mount,,-108.9896,29.3542,-8.1875,-109.7256,23.5208,-108.2535,35.1875
622037,Stairs,Stair,,-104.8125,33.6979,1.0833,-109.0000,25.6875,-100.6250,41.7083
622056,Railings,_IBC-Pipe-Plate Stringer (Extension None),,-104.8125,31.2135,3.0768,-105.5521,24.5000,-104.0729,37.9271
622060,Railings,Pipe-Wall Mount,,-108.9896,30.7292,0.3692,-109.7256,23.5208,-108.2535,37.9375
628378,Railings,_IBC-Pipe-Plate Stringer (Extension None),,-104.8125,24.5729,-3.9232,-105.5521,23.6875,-104.0729,25.4583
630930,Walls,"Chase - GWB & Metal Stud 4 1/4""",,-109.1771,31.2292,-3.9167,-109.3542,19.2083,-109.0000,43.2500
631497,Doors,"36"" x 84""",S11A,-98.6875,21.9063,-2.2500,-100.6667,20.2083,-96.7083,23.6042
660424,Walls,"Core - Concrete 18""",,41.0000,-14.0667,-1.7292,40.2500,-30.5083,41.7500,2.3750
674522,Walls,"Core - Concrete 12""",,-100.1250,30.4661,-3.9167,-100.6250,18.7083,-99.6250,42.2240
674794,Walls,"Core - Concrete 12""",,-105.8125,19.2083,-3.9167,-111.5000,18.7083,-100.1250,19.7083
675232,Walls,"Party - 6 1/8"" (2-hr)",,41.2500,22.5495,1.0417,40.7604,2.8750,41.7396,42.2240
676281,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,3.2760,39.2630,-1.4583,2.7500,35.7760,3.8021,42.7500
676300,Walls,"Party - 6 1/8"" (2-hr)",,-20.2500,4.0636,-1.4583,-20.7396,-28.1750,-19.7604,36.3021
676634,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,-18.0495,36.3021,-1.4583,-39.3750,35.7760,3.2760,36.8281
676715,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,58.5468,36.2240,1.0417,54.0104,35.6979,63.0832,36.7500
676755,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,54.5365,39.2240,1.0417,54.0104,36.2240,55.0625,42.2240
678093,Doors,"36"" x 84"" (Exterior)",109D,55.9740,38.7188,3.6667,53.9687,37.0208,57.9792,40.4167
678361,Walls,"Exterior - 12 5/8"" Rainscreen w Insultation on Metal Stud",,22.2914,42.2240,-1.4583,3.2760,41.6979,41.3067,42.7500
678407,Walls,"Core - Concrete 10""",,3.5000,23.5286,-1.4583,3.0833,18.8750,3.9167,28.1823
679356,Walls,"Foundation - 24"" Concrete",,0.7159,41.7500,-10.4375,-39.8750,40.7500,41.3067,42.7500
684173,Walls,"Core - Concrete 12""",,50.6250,-11.8750,1.0417,50.1250,-26.1250,51.1250,2.3750
684256,Walls,"Core - Concrete 12""",,45.4375,2.3750,-1.7292,40.2500,1.8750,50.6250,2.8750
686974,Walls,"Chase - GWB & Metal Stud 6 5/8""",,42.3083,-30.1770,1.0417,41.2414,-30.5911,43.3753,-29.7628
687063,Walls,"Core - Concrete 12""",,45.9375,-26.1250,1.0417,40.7500,-26.6250,51.1250,-25.6250
687200,Walls,"Exterior - 5 3/8"" Rainscreen w Insultation (for Concrete Core Walls)",,43.1514,-28.0979,1.0417,42.9274,-30.0707,43.3753,-26.1250
688457,Stairs,Stair,,45.9375,-8.8750,-8.2726,41.7500,-19.6250,50.1250,1.8750
695423,Stairs,Stair,,43.6042,-8.9792,4.2272,41.7500,-14.9375,45.4583,-3.0208
695514,Railings,_IBC-Pipe-Plate Stringer (Extension None),,45.3542,-9.4375,6.0977,45.1979,-16.1250,45.5104,-2.7500
695518,Railings,Pipe-Wall Mount,,41.7604,-9.4375,6.7500,41.0244,-17.1042,42.4965,-1.7708
